pLeave,pArrive,pAttack,alpha,mu0,K,maxI,maxT,maxD,maxH,hmin,hslope,repair,h_max_c,h_base_c,h_max_a,h_base_a,file
0.49,0.01,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5337,0.89,0.52,runs/stressL0.490000A0.010000K0.001000r1.000000rep6.txt
0.49,0.01,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5333,0.89,0.52,runs/stressL0.490000A0.010000K0.001000r1.000000rep7.txt
0.49,0.01,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.533,0.89,0.52,runs/stressL0.490000A0.010000K0.001000r1.000000rep8.txt
0.49,0.01,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5327,0.89,0.52,runs/stressL0.490000A0.010000K0.001000r1.000000rep9.txt
0.49,0.21,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.7117,1,1,1,runs/stressL0.490000A0.210000K0.001000r0.000000rep0.txt
0.49,0.21,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.7102,1,1,1,runs/stressL0.490000A0.210000K0.001000r0.000000rep1.txt
0.49,0.21,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.7115,1,1,1,runs/stressL0.490000A0.210000K0.001000r0.000000rep2.txt
0.49,0.21,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.7113,1,1,1,runs/stressL0.490000A0.210000K0.001000r0.000000rep3.txt
0.49,0.21,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.7101,1,1,1,runs/stressL0.490000A0.210000K0.001000r0.000000rep4.txt
0.49,0.21,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.7121,1,1,1,runs/stressL0.490000A0.210000K0.001000r0.000000rep5.txt
0.49,0.21,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.7112,1,1,1,runs/stressL0.490000A0.210000K0.001000r0.000000rep6.txt
0.49,0.21,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.711,1,1,1,runs/stressL0.490000A0.210000K0.001000r0.000000rep7.txt
0.49,0.21,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.7113,1,1,1,runs/stressL0.490000A0.210000K0.001000r0.000000rep8.txt
0.49,0.21,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.7111,1,1,1,runs/stressL0.490000A0.210000K0.001000r0.000000rep9.txt
0.49,0.21,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5875,1,0.9365,0.9031,runs/stressL0.490000A0.210000K0.001000r1.000000rep0.txt
0.49,0.21,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.589,1,0.9343,0.9021,runs/stressL0.490000A0.210000K0.001000r1.000000rep1.txt
0.49,0.21,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5889,1,0.9351,0.9045,runs/stressL0.490000A0.210000K0.001000r1.000000rep2.txt
0.49,0.21,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5891,1,0.9375,0.9078,runs/stressL0.490000A0.210000K0.001000r1.000000rep3.txt
0.49,0.21,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5892,1,0.9382,0.9154,runs/stressL0.490000A0.210000K0.001000r1.000000rep4.txt
0.49,0.21,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5882,1,0.9352,0.9019,runs/stressL0.490000A0.210000K0.001000r1.000000rep5.txt
0.49,0.21,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5919,1,0.9398,0.912,runs/stressL0.490000A0.210000K0.001000r1.000000rep6.txt
0.49,0.21,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5907,1,0.9361,0.9038,runs/stressL0.490000A0.210000K0.001000r1.000000rep7.txt
0.49,0.21,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5897,1,0.9377,0.9089,runs/stressL0.490000A0.210000K0.001000r1.000000rep8.txt
0.49,0.21,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5897,1,0.9359,0.9023,runs/stressL0.490000A0.210000K0.001000r1.000000rep9.txt
0.5,0.5,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.500000A0.500000K0.001000r0.000000rep0.txt
0.5,0.5,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.500000A0.500000K0.001000r0.000000rep1.txt
0.5,0.5,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.500000A0.500000K0.001000r0.000000rep2.txt
0.5,0.5,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.500000A0.500000K0.001000r0.000000rep3.txt
0.5,0.5,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.500000A0.500000K0.001000r0.000000rep4.txt
0.5,0.5,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.500000A0.500000K0.001000r0.000000rep5.txt
0.5,0.5,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.500000A0.500000K0.001000r0.000000rep6.txt
0.5,0.5,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.500000A0.500000K0.001000r0.000000rep7.txt
0.5,0.5,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.500000A0.500000K0.001000r0.000000rep8.txt
0.5,0.5,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,1,1,1,1,runs/stressL0.500000A0.500000K0.001000r0.000000rep9.txt
0.5,0.5,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.500000A0.500000K0.001000r1.000000rep0.txt
0.5,0.5,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.500000A0.500000K0.001000r1.000000rep1.txt
0.5,0.5,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.500000A0.500000K0.001000r1.000000rep2.txt
0.5,0.5,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.500000A0.500000K0.001000r1.000000rep3.txt
0.5,0.5,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.500000A0.500000K0.001000r1.000000rep4.txt
0.5,0.5,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.500000A0.500000K0.001000r1.000000rep5.txt
0.5,0.5,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.500000A0.500000K0.001000r1.000000rep6.txt
0.5,0.5,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.500000A0.500000K0.001000r1.000000rep7.txt
0.5,0.5,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.500000A0.500000K0.001000r1.000000rep8.txt
0.5,0.5,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,1,1,1,1,runs/stressL0.500000A0.500000K0.001000r1.000000rep9.txt
0.56,0.14,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.449,1,0.729,0.5026,runs/stressL0.560000A0.140000K0.001000r0.000000rep0.txt
0.56,0.14,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.4484,1,0.7281,0.502,runs/stressL0.560000A0.140000K0.001000r0.000000rep1.txt
0.56,0.14,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.4484,1,0.7292,0.5025,runs/stressL0.560000A0.140000K0.001000r0.000000rep2.txt
0.56,0.14,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.448,1,0.7289,0.5029,runs/stressL0.560000A0.140000K0.001000r0.000000rep3.txt
0.56,0.14,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.4481,1,0.7299,0.5027,runs/stressL0.560000A0.140000K0.001000r0.000000rep4.txt
0.56,0.14,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.4483,1,0.7284,0.5026,runs/stressL0.560000A0.140000K0.001000r0.000000rep5.txt
0.56,0.14,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.4482,1,0.7295,0.503,runs/stressL0.560000A0.140000K0.001000r0.000000rep6.txt
0.56,0.14,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.4491,1,0.7302,0.5026,runs/stressL0.560000A0.140000K0.001000r0.000000rep7.txt
0.56,0.14,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.4486,1,0.728,0.5015,runs/stressL0.560000A0.140000K0.001000r0.000000rep8.txt
0.56,0.14,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.448,1,0.7304,0.5,runs/stressL0.560000A0.140000K0.001000r0.000000rep9.txt
0.56,0.14,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.524,1,0.698,0.522,runs/stressL0.560000A0.140000K0.001000r1.000000rep0.txt
0.56,0.14,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,1,0.6981,0.5215,runs/stressL0.560000A0.140000K0.001000r1.000000rep1.txt
0.56,0.14,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5235,1,0.6988,0.5225,runs/stressL0.560000A0.140000K0.001000r1.000000rep2.txt
0.56,0.14,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.522,1,0.6982,0.5235,runs/stressL0.560000A0.140000K0.001000r1.000000rep3.txt
0.56,0.14,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.522,1,0.6994,0.5255,runs/stressL0.560000A0.140000K0.001000r1.000000rep4.txt
0.56,0.14,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.524,1,0.6983,0.5255,runs/stressL0.560000A0.140000K0.001000r1.000000rep5.txt
0.56,0.14,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5245,1,0.6985,0.523,runs/stressL0.560000A0.140000K0.001000r1.000000rep6.txt
0.56,0.14,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5205,1,0.6981,0.525,runs/stressL0.560000A0.140000K0.001000r1.000000rep7.txt
0.56,0.14,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5185,1,0.6984,0.5225,runs/stressL0.560000A0.140000K0.001000r1.000000rep8.txt
0.56,0.14,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.525,1,0.6982,0.5205,runs/stressL0.560000A0.140000K0.001000r1.000000rep9.txt
0.63,0.07,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.33,0.6417,0.4611,0.3312,runs/stressL0.630000A0.070000K0.001000r0.000000rep0.txt
0.63,0.07,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.33,0.6421,0.4609,0.3312,runs/stressL0.630000A0.070000K0.001000r0.000000rep1.txt
0.63,0.07,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.33,0.6386,0.462,0.3318,runs/stressL0.630000A0.070000K0.001000r0.000000rep2.txt
0.63,0.07,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.33,0.6458,0.4617,0.3317,runs/stressL0.630000A0.070000K0.001000r0.000000rep3.txt
0.63,0.07,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3301,0.6456,0.4615,0.3312,runs/stressL0.630000A0.070000K0.001000r0.000000rep4.txt
0.63,0.07,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.33,0.6505,0.4612,0.3309,runs/stressL0.630000A0.070000K0.001000r0.000000rep5.txt
0.63,0.07,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.33,0.6434,0.4625,0.3317,runs/stressL0.630000A0.070000K0.001000r0.000000rep6.txt
0.63,0.07,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.33,0.643,0.4618,0.332,runs/stressL0.630000A0.070000K0.001000r0.000000rep7.txt
0.63,0.07,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.33,0.6421,0.4617,0.3315,runs/stressL0.630000A0.070000K0.001000r0.000000rep8.txt
0.63,0.07,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.33,0.6439,0.4615,0.3319,runs/stressL0.630000A0.070000K0.001000r0.000000rep9.txt
0.63,0.07,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.522,0.5357,0.7384,0.526,runs/stressL0.630000A0.070000K0.001000r1.000000rep0.txt
0.63,0.07,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5212,0.5363,0.738,0.5188,runs/stressL0.630000A0.070000K0.001000r1.000000rep1.txt
0.63,0.07,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.526,0.536,0.7378,0.5212,runs/stressL0.630000A0.070000K0.001000r1.000000rep2.txt
0.63,0.07,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5204,0.5362,0.738,0.5212,runs/stressL0.630000A0.070000K0.001000r1.000000rep3.txt
0.63,0.07,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5244,0.5377,0.7376,0.526,runs/stressL0.630000A0.070000K0.001000r1.000000rep4.txt
0.63,0.07,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5244,0.5369,0.7386,0.522,runs/stressL0.630000A0.070000K0.001000r1.000000rep5.txt
0.63,0.07,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.526,0.5371,0.7384,0.5228,runs/stressL0.630000A0.070000K0.001000r1.000000rep6.txt
0.63,0.07,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5212,0.5368,0.7384,0.5236,runs/stressL0.630000A0.070000K0.001000r1.000000rep7.txt
0.63,0.07,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.526,0.5377,0.7376,0.5188,runs/stressL0.630000A0.070000K0.001000r1.000000rep8.txt
0.63,0.07,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.5252,0.5377,0.7386,0.5204,runs/stressL0.630000A0.070000K0.001000r1.000000rep9.txt
0.63,0.27,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.8414,1,0.9967,1,runs/stressL0.630000A0.270000K0.001000r0.000000rep0.txt
0.63,0.27,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.8418,1,0.9972,1,runs/stressL0.630000A0.270000K0.001000r0.000000rep1.txt
0.63,0.27,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.8408,1,0.9966,1,runs/stressL0.630000A0.270000K0.001000r0.000000rep2.txt
0.63,0.27,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.8405,1,0.9966,1,runs/stressL0.630000A0.270000K0.001000r0.000000rep3.txt
0.63,0.27,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.8423,1,0.9957,1,runs/stressL0.630000A0.270000K0.001000r0.000000rep4.txt
0.63,0.27,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.8421,1,0.9966,1,runs/stressL0.630000A0.270000K0.001000r0.000000rep5.txt
0.63,0.27,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.8417,1,0.9974,1,runs/stressL0.630000A0.270000K0.001000r0.000000rep6.txt
0.63,0.27,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.8418,1,0.9973,1,runs/stressL0.630000A0.270000K0.001000r0.000000rep7.txt
0.63,0.27,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.8406,1,0.9968,1,runs/stressL0.630000A0.270000K0.001000r0.000000rep8.txt
0.63,0.27,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.8412,1,0.9961,1,runs/stressL0.630000A0.270000K0.001000r0.000000rep9.txt
0.63,0.27,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.7196,1,0.8476,1,runs/stressL0.630000A0.270000K0.001000r1.000000rep0.txt
0.63,0.27,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.7187,1,0.8473,1,runs/stressL0.630000A0.270000K0.001000r1.000000rep1.txt
0.63,0.27,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.7188,1,0.8462,1,runs/stressL0.630000A0.270000K0.001000r1.000000rep2.txt
0.63,0.27,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.718,1,0.8476,1,runs/stressL0.630000A0.270000K0.001000r1.000000rep3.txt
0.63,0.27,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.7179,1,0.8492,1,runs/stressL0.630000A0.270000K0.001000r1.000000rep4.txt
0.63,0.27,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.7197,1,0.8463,1,runs/stressL0.630000A0.270000K0.001000r1.000000rep5.txt
0.63,0.27,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.719,1,0.8473,1,runs/stressL0.630000A0.270000K0.001000r1.000000rep6.txt
0.63,0.27,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.7184,1,0.8488,1,runs/stressL0.630000A0.270000K0.001000r1.000000rep7.txt
0.63,0.27,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.7195,1,0.8464,1,runs/stressL0.630000A0.270000K0.001000r1.000000rep8.txt
0.63,0.27,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.72,1,0.8466,1,runs/stressL0.630000A0.270000K0.001000r1.000000rep9.txt
0.665,0.035,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,0.4013,0.38,0.31,runs/stressL0.665000A0.035000K0.001000r0.000000rep0.txt
0.665,0.035,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,0.3996,0.38,0.31,runs/stressL0.665000A0.035000K0.001000r0.000000rep1.txt
0.665,0.035,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,0.3967,0.38,0.31,runs/stressL0.665000A0.035000K0.001000r0.000000rep2.txt
0.665,0.035,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,0.3995,0.38,0.31,runs/stressL0.665000A0.035000K0.001000r0.000000rep3.txt
0.665,0.035,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,0.4008,0.38,0.31,runs/stressL0.665000A0.035000K0.001000r0.000000rep4.txt
0.665,0.035,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,0.4003,0.38,0.31,runs/stressL0.665000A0.035000K0.001000r0.000000rep5.txt
0.665,0.035,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,0.3994,0.38,0.31,runs/stressL0.665000A0.035000K0.001000r0.000000rep6.txt
0.665,0.035,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,0.3996,0.38,0.31,runs/stressL0.665000A0.035000K0.001000r0.000000rep7.txt
0.665,0.035,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,0.3984,0.38,0.31,runs/stressL0.665000A0.035000K0.001000r0.000000rep8.txt
0.665,0.035,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.31,0.4004,0.38,0.31,runs/stressL0.665000A0.035000K0.001000r0.000000rep9.txt
0.665,0.035,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5289,0.79,0.52,runs/stressL0.665000A0.035000K0.001000r1.000000rep0.txt
0.665,0.035,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5298,0.79,0.52,runs/stressL0.665000A0.035000K0.001000r1.000000rep1.txt
0.665,0.035,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5295,0.79,0.52,runs/stressL0.665000A0.035000K0.001000r1.000000rep2.txt
0.665,0.035,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5291,0.79,0.52,runs/stressL0.665000A0.035000K0.001000r1.000000rep3.txt
0.665,0.035,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5283,0.79,0.52,runs/stressL0.665000A0.035000K0.001000r1.000000rep4.txt
0.665,0.035,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5292,0.79,0.52,runs/stressL0.665000A0.035000K0.001000r1.000000rep5.txt
0.665,0.035,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5287,0.79,0.52,runs/stressL0.665000A0.035000K0.001000r1.000000rep6.txt
0.665,0.035,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5286,0.79,0.52,runs/stressL0.665000A0.035000K0.001000r1.000000rep7.txt
0.665,0.035,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5291,0.79,0.52,runs/stressL0.665000A0.035000K0.001000r1.000000rep8.txt
0.665,0.035,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.529,0.79,0.52,runs/stressL0.665000A0.035000K0.001000r1.000000rep9.txt
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.3409,0.34,0.3,runs/stressL0.686000A0.014000K0.001000r0.000000rep0.txt
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.341,0.34,0.3,runs/stressL0.686000A0.014000K0.001000r0.000000rep1.txt
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.3412,0.34,0.3,runs/stressL0.686000A0.014000K0.001000r0.000000rep2.txt
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.3415,0.34,0.3,runs/stressL0.686000A0.014000K0.001000r0.000000rep3.txt
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.3409,0.34,0.3,runs/stressL0.686000A0.014000K0.001000r0.000000rep4.txt
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.341,0.34,0.3,runs/stressL0.686000A0.014000K0.001000r0.000000rep5.txt
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.3414,0.34,0.3,runs/stressL0.686000A0.014000K0.001000r0.000000rep6.txt
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.3414,0.34,0.3,runs/stressL0.686000A0.014000K0.001000r0.000000rep7.txt
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.3416,0.34,0.3,runs/stressL0.686000A0.014000K0.001000r0.000000rep8.txt
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.3,0.3409,0.34,0.3,runs/stressL0.686000A0.014000K0.001000r0.000000rep9.txt
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.526,0.82,0.52,runs/stressL0.686000A0.014000K0.001000r1.000000rep0.txt
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5253,0.82,0.52,runs/stressL0.686000A0.014000K0.001000r1.000000rep1.txt
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5255,0.82,0.52,runs/stressL0.686000A0.014000K0.001000r1.000000rep2.txt
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.526,0.82,0.52,runs/stressL0.686000A0.014000K0.001000r1.000000rep3.txt
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5249,0.82,0.52,runs/stressL0.686000A0.014000K0.001000r1.000000rep4.txt
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.526,0.82,0.52,runs/stressL0.686000A0.014000K0.001000r1.000000rep5.txt
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5261,0.82,0.52,runs/stressL0.686000A0.014000K0.001000r1.000000rep6.txt
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.5259,0.82,0.52,runs/stressL0.686000A0.014000K0.001000r1.000000rep7.txt
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.526,0.82,0.52,runs/stressL0.686000A0.014000K0.001000r1.000000rep8.txt
0.686,0.014,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.52,0.526,0.82,0.52,runs/stressL0.686000A0.014000K0.001000r1.000000rep9.txt
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.8937,1,0.8946,1,runs/stressL0.700000A0.300000K0.001000r0.000000rep0.txt
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.8943,1,0.893,1,runs/stressL0.700000A0.300000K0.001000r0.000000rep1.txt
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.8929,1,0.8937,1,runs/stressL0.700000A0.300000K0.001000r0.000000rep2.txt
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.8941,1,0.8944,1,runs/stressL0.700000A0.300000K0.001000r0.000000rep3.txt
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.8938,1,0.8944,1,runs/stressL0.700000A0.300000K0.001000r0.000000rep4.txt
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.8923,1,0.8931,1,runs/stressL0.700000A0.300000K0.001000r0.000000rep5.txt
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.8933,1,0.8938,1,runs/stressL0.700000A0.300000K0.001000r0.000000rep6.txt
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.8934,1,0.8947,1,runs/stressL0.700000A0.300000K0.001000r0.000000rep7.txt
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.8949,1,0.8936,1,runs/stressL0.700000A0.300000K0.001000r0.000000rep8.txt
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,0,0.8923,1,0.8922,1,runs/stressL0.700000A0.300000K0.001000r0.000000rep9.txt
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.7717,1,0.7714,1,runs/stressL0.700000A0.300000K0.001000r1.000000rep0.txt
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.772,1,0.771,1,runs/stressL0.700000A0.300000K0.001000r1.000000rep1.txt
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.7712,1,0.7719,1,runs/stressL0.700000A0.300000K0.001000r1.000000rep2.txt
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.7705,1,0.7713,1,runs/stressL0.700000A0.300000K0.001000r1.000000rep3.txt
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.7709,1,0.7714,1,runs/stressL0.700000A0.300000K0.001000r1.000000rep4.txt
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.7719,1,0.7722,1,runs/stressL0.700000A0.300000K0.001000r1.000000rep5.txt
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.7708,1,0.7714,1,runs/stressL0.700000A0.300000K0.001000r1.000000rep6.txt
0.7,0.3,0.5,1,0.002,0.001,100000,50,998,100,0.3,20,1,0.7716,1,0.7704,1,runs/stressL0.700000A0.300000K0.001000r1.000000rep7.txt
